# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     41.19     -38.81       0.99       0.00       0.00       0.00       0.47       0.34    6.588       './gold_soln_AV-procd_m4037_10.sdf'   'AV-unprocessed.smi:882'
     44.81     -36.12       2.00       0.99       0.00       0.00       0.15       0.02    1.673        './gold_soln_AV-procd_m4038_1.sdf'   'AV-unprocessed.smi:883'
     39.13     -31.70       2.00       0.74       0.00       0.00       0.40       0.01    1.693        './gold_soln_AV-procd_m4039_1.sdf'   'AV-unprocessed.smi:883'
     43.64     -34.93       2.00       0.99       0.00       0.06       0.11       0.01    3.418        './gold_soln_AV-procd_m4040_4.sdf'   'AV-unprocessed.smi:883'
     44.62     -36.13       2.00       0.88       0.00       0.00       0.08       0.02    1.681        './gold_soln_AV-procd_m4041_1.sdf'   'AV-unprocessed.smi:883'
     45.41     -40.54       1.90       0.00       0.00       0.00       0.42       0.02    6.731        './gold_soln_AV-procd_m4042_3.sdf'   'AV-unprocessed.smi:884'
     50.51     -42.90       2.63       0.00       0.00       0.00       0.15       0.02    6.697        './gold_soln_AV-procd_m4043_5.sdf'   'AV-unprocessed.smi:884'
     45.79     -36.44       3.39       0.00       0.00       0.00       0.47       0.11    1.866        './gold_soln_AV-procd_m4044_3.sdf'   'AV-unprocessed.smi:885'
     49.07     -41.62       2.99       0.00       0.00       0.00       0.79       0.06    1.420        './gold_soln_AV-procd_m4045_1.sdf'   'AV-unprocessed.smi:885'
     46.95     -37.41       3.40       0.00       0.00       0.00       0.38       0.11    4.764        './gold_soln_AV-procd_m4046_2.sdf'   'AV-unprocessed.smi:885'
     46.66     -40.92       2.00       0.00       0.00       0.00       0.19       0.12    1.429        './gold_soln_AV-procd_m4047_1.sdf'   'AV-unprocessed.smi:885'
     43.78     -36.24       1.93       0.89       0.00       0.00       0.46       0.01    2.360        './gold_soln_AV-procd_m4048_4.sdf'   'AV-unprocessed.smi:886'
     42.10     -36.64       2.00       0.00       0.00       0.00       0.28       0.02    5.946        './gold_soln_AV-procd_m4049_5.sdf'   'AV-unprocessed.smi:886'
     45.07     -39.27       1.11       1.00       0.00       0.00       0.28       0.02    6.018        './gold_soln_AV-procd_m4050_2.sdf'   'AV-unprocessed.smi:886'
     45.44     -41.77       1.97       0.00       0.00       0.00       1.13       0.01    6.156        './gold_soln_AV-procd_m4051_3.sdf'   'AV-unprocessed.smi:886'
     43.16     -35.00       2.90       0.00       0.00       0.00       0.33       0.11    5.861        './gold_soln_AV-procd_m4052_7.sdf'   'AV-unprocessed.smi:887'
     42.62     -34.40       3.00       0.00       0.00       0.00       0.45       0.11    4.704        './gold_soln_AV-procd_m4053_8.sdf'   'AV-unprocessed.smi:887'
     46.95     -35.67       2.99       1.04       0.00       0.00       0.43       0.01    8.734        './gold_soln_AV-procd_m4054_3.sdf'   'AV-unprocessed.smi:888'
     53.95     -43.43       3.71       0.00       0.00       0.00       0.32       0.02    8.669       './gold_soln_AV-procd_m4055_10.sdf'   'AV-unprocessed.smi:888'
     47.43     -44.41       1.91       0.00       0.00       0.33       1.40       0.43    9.375        './gold_soln_AV-procd_m4056_8.sdf'   'AV-unprocessed.smi:889'
     43.42     -38.24       1.94       0.00       0.00       0.00       1.02       1.38    5.363        './gold_soln_AV-procd_m4057_3.sdf'   'AV-unprocessed.smi:890'
     48.54     -34.45       4.45       0.72       0.00       0.00       1.41       1.39    7.754        './gold_soln_AV-procd_m4058_7.sdf'   'AV-unprocessed.smi:890'
     45.11     -38.57       2.50       0.00       0.00       0.00       1.22       1.49    4.516        './gold_soln_AV-procd_m4059_4.sdf'   'AV-unprocessed.smi:890'
     54.05     -42.62       4.00       0.00       0.00       0.00       0.92       1.28    6.885        './gold_soln_AV-procd_m4060_9.sdf'   'AV-unprocessed.smi:890'
     49.63     -38.18       3.99       0.00       0.00       0.00       0.91       1.29    7.783        './gold_soln_AV-procd_m4061_7.sdf'   'AV-unprocessed.smi:890'
     44.24     -39.28       1.85       0.00       0.00       0.00       0.96       1.32    2.309        './gold_soln_AV-procd_m4062_3.sdf'   'AV-unprocessed.smi:890'
     50.71     -46.01       2.00       0.00       0.00       0.00       0.70       0.10   11.141        './gold_soln_AV-procd_m4063_2.sdf'   'AV-unprocessed.smi:891'
     49.50     -45.55       1.99       0.00       0.00       0.00       1.04       0.05    6.670        './gold_soln_AV-procd_m4064_4.sdf'   'AV-unprocessed.smi:891'
     45.25     -37.27       2.79       0.00       0.00       0.00       0.23       0.08    2.368        './gold_soln_AV-procd_m4065_3.sdf'   'AV-unprocessed.smi:892'
     35.28     -27.84       1.53       1.00       0.00       0.00       0.16       0.17    1.422        './gold_soln_AV-procd_m4066_1.sdf'   'AV-unprocessed.smi:893'
     37.87     -23.94       2.82       1.98       0.00       0.00       0.33       0.17    4.283        './gold_soln_AV-procd_m4067_2.sdf'   'AV-unprocessed.smi:893'
     37.39     -28.78       1.89       0.99       0.00       0.00       0.07       0.13    3.833        './gold_soln_AV-procd_m4068_8.sdf'   'AV-unprocessed.smi:893'
     41.14     -30.14       2.70       1.00       0.00       0.00       0.11       0.13    1.906        './gold_soln_AV-procd_m4069_4.sdf'   'AV-unprocessed.smi:893'
     38.49     -27.35       3.00       0.82       0.00       0.00       0.21       0.09    4.846        './gold_soln_AV-procd_m4070_2.sdf'   'AV-unprocessed.smi:893'
     35.07     -27.89       1.56       1.00       0.00       0.00       0.29       0.09    2.407        './gold_soln_AV-procd_m4071_2.sdf'   'AV-unprocessed.smi:893'
     38.58     -30.42       2.78       0.00       0.00       0.00       0.13       0.07    2.770        './gold_soln_AV-procd_m4072_4.sdf'   'AV-unprocessed.smi:894'
     48.27     -40.08       2.14       1.00       0.00       0.00       0.63       0.04    8.920        './gold_soln_AV-procd_m4073_5.sdf'   'AV-unprocessed.smi:895'
     45.96     -31.57       2.98       1.92       0.00       0.00       0.21       0.10    8.928        './gold_soln_AV-procd_m4074_7.sdf'   'AV-unprocessed.smi:895'
     48.18     -43.58       1.73       0.00       0.00       0.00       0.34       0.10    8.974        './gold_soln_AV-procd_m4075_3.sdf'   'AV-unprocessed.smi:895'
     49.33     -37.75       2.94       1.00       0.00       0.00       0.15       0.05    5.395        './gold_soln_AV-procd_m4076_5.sdf'   'AV-unprocessed.smi:895'
     46.32     -37.49       3.51       0.00       0.00       0.00       0.90       0.03    9.508        './gold_soln_AV-procd_m4077_4.sdf'   'AV-unprocessed.smi:896'
     48.13     -43.32       1.98       0.00       0.00       0.00       0.67       0.04    9.565        './gold_soln_AV-procd_m4078_1.sdf'   'AV-unprocessed.smi:896'
     44.69     -40.86       1.45       0.00       0.00       0.00       0.27       0.02    5.954       './gold_soln_AV-procd_m4079_10.sdf'   'AV-unprocessed.smi:897'
     42.40     -41.55       1.00       0.00       0.00       0.00       1.08       0.01    5.956        './gold_soln_AV-procd_m4080_3.sdf'   'AV-unprocessed.smi:897'
     42.85     -37.19       1.98       0.00       0.00       0.00       0.15       0.01    4.218        './gold_soln_AV-procd_m4081_2.sdf'   'AV-unprocessed.smi:897'
     44.88     -42.55       1.00       0.00       0.00       0.00       0.35       0.02    5.893        './gold_soln_AV-procd_m4082_6.sdf'   'AV-unprocessed.smi:897'
     40.00     -36.56       1.58       0.00       0.00       0.00       0.71       0.13    5.566        './gold_soln_AV-procd_m4083_2.sdf'   'AV-unprocessed.smi:898'
     42.01     -34.13       3.00       0.00       0.00       0.00       0.62       0.13    2.228        './gold_soln_AV-procd_m4084_1.sdf'   'AV-unprocessed.smi:898'
     46.99     -40.18       3.00       0.00       0.00       0.00       1.21       0.15    6.661        './gold_soln_AV-procd_m4085_3.sdf'   'AV-unprocessed.smi:898'
     46.30     -38.80       2.94       0.00       0.00       0.00       0.74       0.14    6.631        './gold_soln_AV-procd_m4086_8.sdf'   'AV-unprocessed.smi:898'
     52.79     -45.67       1.78       0.99       0.00       0.00       0.62       0.01    9.478        './gold_soln_AV-procd_m4087_2.sdf'   'AV-unprocessed.smi:899'
     50.84     -49.94       0.98       0.00       0.00       0.00       1.02       0.01    9.460        './gold_soln_AV-procd_m4088_8.sdf'   'AV-unprocessed.smi:899'
     42.95     -35.79       2.54       0.00       0.00       0.00       0.25       0.02    7.002        './gold_soln_AV-procd_m4089_1.sdf'   'AV-unprocessed.smi:900'
     56.49     -48.08       2.00       1.00       0.00       0.00       0.39       0.17    8.478        './gold_soln_AV-procd_m4090_3.sdf'   'AV-unprocessed.smi:901'
     47.99     -41.31       2.27       0.00       0.00       0.00       0.17       0.22    8.624        './gold_soln_AV-procd_m4091_6.sdf'   'AV-unprocessed.smi:901'
     51.14     -46.26       1.70       0.74       0.00       0.00       1.33       0.23    8.520        './gold_soln_AV-procd_m4092_8.sdf'   'AV-unprocessed.smi:901'
     56.32     -49.77       1.85       1.00       0.00       0.00       1.10       0.17    8.454        './gold_soln_AV-procd_m4093_3.sdf'   'AV-unprocessed.smi:901'
     51.80     -44.80       2.96       0.00       0.00       0.00       1.61       1.33    9.388        './gold_soln_AV-procd_m4094_5.sdf'   'AV-unprocessed.smi:902'
     46.37     -39.17       3.36       0.00       0.00       0.00       1.46       0.01    7.036        './gold_soln_AV-procd_m4095_3.sdf'   'AV-unprocessed.smi:903'
     49.31     -41.00       3.49       0.00       0.00       0.52       0.82       0.01    7.036        './gold_soln_AV-procd_m4096_8.sdf'   'AV-unprocessed.smi:903'
     48.26     -37.47       3.69       0.00       0.00       0.00       0.15       0.00    2.832        './gold_soln_AV-procd_m4097_2.sdf'   'AV-unprocessed.smi:904'
     50.01     -45.18       1.87       0.00       0.00       0.00       0.40       0.00    6.857        './gold_soln_AV-procd_m4098_6.sdf'   'AV-unprocessed.smi:904'
     48.53     -40.14       3.00       0.00       0.00       0.00       0.31       0.02    7.281        './gold_soln_AV-procd_m4099_6.sdf'   'AV-unprocessed.smi:905'
     49.88     -48.58       1.00       0.00       0.00       0.00       1.16       0.62    9.318        './gold_soln_AV-procd_m4100_8.sdf'   'AV-unprocessed.smi:906'
     48.41     -43.94       0.97       0.98       0.00       0.00       1.03       0.64    9.322        './gold_soln_AV-procd_m4101_5.sdf'   'AV-unprocessed.smi:906'
     49.03     -50.32       0.00       0.00       0.00       0.00       1.02       0.70    9.102        './gold_soln_AV-procd_m4102_3.sdf'   'AV-unprocessed.smi:906'
     49.65     -47.44       1.00       0.00       0.00       0.00       0.74       0.65    9.138        './gold_soln_AV-procd_m4103_3.sdf'   'AV-unprocessed.smi:906'
     49.19     -52.44       0.00       0.00       0.00       0.00       2.01       0.76    9.652        './gold_soln_AV-procd_m4104_4.sdf'   'AV-unprocessed.smi:906'
     50.26     -44.10       1.90       0.99       0.00       0.00       1.63       0.76    9.602        './gold_soln_AV-procd_m4105_8.sdf'   'AV-unprocessed.smi:906'
     57.11     -50.61       3.00       0.00       0.00       0.00       1.31       0.11    8.939        './gold_soln_AV-procd_m4106_4.sdf'   'AV-unprocessed.smi:907'
     56.68     -51.54       2.30       0.00       0.00       0.00       0.93       0.09    8.853        './gold_soln_AV-procd_m4107_7.sdf'   'AV-unprocessed.smi:907'
     58.51     -53.43       2.34       0.00       0.00       0.00       1.04       0.10    8.765        './gold_soln_AV-procd_m4108_1.sdf'   'AV-unprocessed.smi:907'
     56.06     -48.81       3.00       0.00       0.00       1.25       0.32       0.14    2.735        './gold_soln_AV-procd_m4109_2.sdf'   'AV-unprocessed.smi:907'
     55.39     -44.18       4.00       0.00       0.00       0.00       0.44       0.09    8.777       './gold_soln_AV-procd_m4110_10.sdf'   'AV-unprocessed.smi:907'
     57.46     -44.17       4.99       0.00       0.00       0.58       0.61       0.10    8.812       './gold_soln_AV-procd_m4111_10.sdf'   'AV-unprocessed.smi:907'
     56.66     -43.90       5.06       0.00       0.00       0.93       0.80       0.10    8.830        './gold_soln_AV-procd_m4112_5.sdf'   'AV-unprocessed.smi:907'
     56.22     -42.99       5.00       0.00       0.00       0.89       0.49       0.10    8.878        './gold_soln_AV-procd_m4113_6.sdf'   'AV-unprocessed.smi:907'
     50.65     -45.40       2.21       0.00       0.00       0.00       0.72       0.03    9.400        './gold_soln_AV-procd_m4114_7.sdf'   'AV-unprocessed.smi:908'
     45.38     -28.64       5.63       0.00       0.00       0.00       0.11       0.06    7.245        './gold_soln_AV-procd_m4115_7.sdf'   'AV-unprocessed.smi:909'
     48.18     -45.31       1.43       0.00       0.00       0.00       0.75       0.02    3.497        './gold_soln_AV-procd_m4116_1.sdf'   'AV-unprocessed.smi:910'
     50.89     -44.98       2.36       0.00       0.00       0.00       0.60       0.03    8.901        './gold_soln_AV-procd_m4117_8.sdf'   'AV-unprocessed.smi:910'
     45.17     -37.51       3.37       0.00       0.00       0.00       1.24       0.03    8.925        './gold_soln_AV-procd_m4118_6.sdf'   'AV-unprocessed.smi:910'
     51.00     -45.35       2.53       0.00       0.00       0.00       0.99       0.02    8.621        './gold_soln_AV-procd_m4119_4.sdf'   'AV-unprocessed.smi:910'
     49.99     -47.73       1.41       0.00       0.00       0.01       1.01       0.04    9.010        './gold_soln_AV-procd_m4120_9.sdf'   'AV-unprocessed.smi:910'
     51.20     -48.52       2.05       0.00       0.00       0.00       1.75       0.03    9.042        './gold_soln_AV-procd_m4121_6.sdf'   'AV-unprocessed.smi:910'
     53.31     -49.39       2.07       0.00       0.00       0.00       1.17       0.06    9.085        './gold_soln_AV-procd_m4122_5.sdf'   'AV-unprocessed.smi:910'
     54.45     -46.21       3.05       0.00       0.00       0.00       0.47       0.04    8.839       './gold_soln_AV-procd_m4123_10.sdf'   'AV-unprocessed.smi:910'
     47.39     -43.71       1.55       0.00       0.00       0.00       0.50       0.03    8.988        './gold_soln_AV-procd_m4124_4.sdf'   'AV-unprocessed.smi:910'
     47.86     -43.64       2.00       0.00       0.00       0.00       0.91       0.03    8.829        './gold_soln_AV-procd_m4125_5.sdf'   'AV-unprocessed.smi:910'
     47.92     -43.91       2.00       0.00       0.00       0.00       1.09       0.03    8.870        './gold_soln_AV-procd_m4126_1.sdf'   'AV-unprocessed.smi:910'
     48.17     -42.75       1.98       0.00       0.00       0.00       0.27       0.01    8.969        './gold_soln_AV-procd_m4127_3.sdf'   'AV-unprocessed.smi:910'
     51.35     -43.11       2.86       0.00       0.00       0.00       0.19       0.04    4.506        './gold_soln_AV-procd_m4128_5.sdf'   'AV-unprocessed.smi:910'
     51.47     -44.05       2.81       0.00       0.00       0.00       0.52       0.04    9.072       './gold_soln_AV-procd_m4129_10.sdf'   'AV-unprocessed.smi:910'
     49.04     -45.38       2.00       0.00       0.00       0.00       1.18       0.02    9.087        './gold_soln_AV-procd_m4130_9.sdf'   'AV-unprocessed.smi:910'
